week,province_name,total_intensity,event_count,mean_goldstein,intensity_per_event
2025-10-13,Kalimantan Barat,120.0,2,-10.0,60.0
2025-10-13,Kalimantan Tengah,200.0,2,-10.0,100.0
2025-10-13,Kalimantan Timur,65.0,1,-6.5,65.0
2025-10-13,Kepulauan Bangka Belitung,9.0,1,-9.0,9.0
2025-10-13,Lampung,100.0,1,-10.0,100.0
2025-10-13,Nusa Tenggara Barat,276.0,5,-9.7,55.2
2025-10-13,Nusa Tenggara Timur,446.0,8,-9.875,55.75
2025-10-13,Papua,180.0,5,-10.0,36.0
2025-10-13,Papua Barat,690.0,8,-9.5,86.25
2025-10-13,Riau,1066.0,12,-9.542,88.833
2025-10-13,Sulawesi Barat,36.0,1,-9.0,36.0
2025-10-13,Sulawesi Selatan,3092.5,37,-8.824,83.581
2025-10-13,Sulawesi Tengah,109.5,2,-9.75,54.75
2025-10-13,Sulawesi Tenggara,20.0,1,-10.0,20.0
2025-10-13,Sumatera Barat,50.0,1,-10.0,50.0
2025-10-13,Sumatera Selatan,1339.0,13,-9.5,103.0
2025-10-13,Sumatera Utara,931.5,16,-9.75,58.219
2025-10-13,Unknown,455.0,6,-9.25,75.833
2025-10-20,Aceh,100.0,1,-10.0,100.0
2025-10-20,Bali,90.0,5,-10.0,18.0
2025-10-20,Banten,719.0,8,-9.938,89.875
2025-10-20,Daerah Istimewa Yogyakarta,505.0,6,-9.083,84.167
2025-10-20,Dki Jakarta,4042.0,53,-8.887,76.264
2025-10-20,Jambi,80.0,1,-10.0,80.0
2025-10-20,Jawa Barat,1588.0,22,-9.341,72.182
2025-10-20,Jawa Tengah,1140.0,21,-9.119,54.286
2025-10-20,Jawa Timur,2342.0,33,-9.576,70.97
2025-10-20,Kalimantan Tengah,524.0,6,-9.667,87.333
2025-10-20,Kalimantan Timur,60.0,1,-10.0,60.0
2025-10-20,Kepulauan Bangka Belitung,130.0,2,-6.5,65.0
2025-10-20,Lampung,60.0,1,-10.0,60.0
2025-10-20,Maluku,100.0,1,-10.0,100.0
2025-10-20,Maluku Utara,13.0,1,-6.5,13.0
2025-10-20,Nusa Tenggara Barat,290.0,3,-9.667,96.667
2025-10-20,Nusa Tenggara Timur,325.0,4,-9.875,81.25
2025-10-20,Papua,235.0,4,-8.875,58.75
2025-10-20,Papua Barat,100.0,1,-10.0,100.0
2025-10-20,Riau,230.0,3,-9.667,76.667
2025-10-20,Sulawesi Selatan,2225.0,36,-8.958,61.806
2025-10-20,Sulawesi Tenggara,54.0,1,-9.0,54.0
2025-10-20,Sulawesi Utara,65.0,1,-6.5,65.0
2025-10-20,Sumatera Barat,50.0,1,-10.0,50.0
2025-10-20,Sumatera Selatan,560.0,6,-10.0,93.333
2025-10-20,Sumatera Utara,1144.5,22,-8.75,52.023
2025-10-20,Unknown,289.0,5,-9.9,57.8
2025-10-27,Aceh,18.0,1,-9.0,18.0
2025-10-27,Bali,67.5,2,-9.75,33.75
2025-10-27,Banten,462.0,5,-9.6,92.4
2025-10-27,Daerah Istimewa Yogyakarta,220.0,3,-10.0,73.333
2025-10-27,Dki Jakarta,3663.0,49,-8.898,74.755
2025-10-27,Jambi,380.0,4,-9.5,95.0
2025-10-27,Jawa Barat,1576.0,19,-9.395,82.947
2025-10-27,Jawa Tengah,896.0,11,-8.955,81.455
2025-10-27,Jawa Timur,1548.5,23,-9.609,67.326
2025-10-27,Kalimantan Barat,20.0,1,-10.0,20.0
2025-10-27,Kalimantan Selatan,100.0,1,-10.0,100.0
2025-10-27,Kalimantan Tengah,260.0,2,-10.0,130.0
2025-10-27,Kalimantan Timur,100.0,1,-10.0,100.0
2025-10-27,Kepulauan Bangka Belitung,100.0,1,-10.0,100.0
2025-10-27,Nusa Tenggara Barat,65.0,1,-6.5,65.0
2025-10-27,Papua,330.0,5,-9.8,66.0
2025-10-27,Riau,260.0,3,-10.0,86.667
2025-10-27,Sulawesi Selatan,2539.5,33,-8.97,76.955
2025-10-27,Sulawesi Tengah,180.0,2,-10.0,90.0
2025-10-27,Sulawesi Tenggara,118.0,2,-9.5,59.0
2025-10-27,Sumatera Selatan,300.0,3,-10.0,100.0
2025-10-27,Sumatera Utara,1438.0,14,-9.429,102.714
2025-10-27,Unknown,751.5,8,-9.125,93.938
2025-11-03,Aceh,155.0,2,-8.5,77.5
2025-11-03,Bali,783.0,16,-9.531,48.938
2025-11-03,Banten,1244.0,18,-9.833,69.111
2025-11-03,Daerah Istimewa Yogyakarta,232.0,3,-9.667,77.333
2025-11-03,Dki Jakarta,5363.5,75,-9.067,71.513
2025-11-03,Gorontalo,100.0,1,-10.0,100.0
2025-11-03,Jambi,700.0,8,-9.625,87.5
2025-11-03,Jawa Barat,1826.0,26,-9.462,70.231
2025-11-03,Jawa Tengah,1194.0,17,-9.265,70.235
2025-11-03,Jawa Timur,2293.0,27,-9.111,84.926
2025-11-03,Kalimantan Barat,20.0,1,-10.0,20.0
2025-11-03,Kalimantan Tengah,212.0,3,-9.667,70.667
2025-11-03,Kalimantan Timur,160.0,2,-10.0,80.0
2025-11-03,Kepulauan Bangka Belitung,357.0,6,-9.167,59.5
2025-11-03,Kepulauan Riau,37.5,1,-7.5,37.5
2025-11-03,Lampung,290.0,3,-9.667,96.667
2025-11-03,Maluku,80.0,1,-10.0,80.0
2025-11-03,Nusa Tenggara Barat,52.0,1,-6.5,52.0
2025-11-03,Papua Barat,100.0,1,-10.0,100.0
2025-11-03,Riau,695.0,7,-9.643,99.286
2025-11-03,Sulawesi Selatan,2949.0,43,-9.012,68.581
2025-11-03,Sulawesi Tengah,20.0,1,-10.0,20.0
2025-11-03,Sulawesi Utara,100.0,1,-10.0,100.0
2025-11-03,Sumatera Barat,20.0,1,-10.0,20.0
2025-11-03,Sumatera Selatan,100.0,1,-10.0,100.0
2025-11-03,Sumatera Utara,1624.5,21,-9.262,77.357
2025-11-03,Unknown,540.0,6,-10.0,90.0
2025-11-10,Aceh,336.5,5,-9.3,67.3
2025-11-10,Bali,328.0,6,-9.167,54.667
2025-11-10,Banten,624.0,8,-9.25,78.0
2025-11-10,Daerah Istimewa Yogyakarta,310.0,4,-9.75,77.5
2025-11-10,Dki Jakarta,4866.5,54,-9.009,90.12
2025-11-10,Jambi,90.0,1,-9.0,90.0
2025-11-10,Jawa Barat,1679.0,21,-9.429,79.952
2025-11-10,Jawa Tengah,538.0,10,-9.0,53.8
2025-11-10,Jawa Timur,2147.0,30,-9.433,71.567
2025-11-10,Kalimantan Barat,20.0,1,-10.0,20.0
2025-11-10,Kalimantan Tengah,198.0,3,-9.667,66.0
2025-11-10,Kalimantan Timur,100.0,1,-10.0,100.0
2025-11-10,Kepulauan Bangka Belitung,240.0,3,-10.0,80.0
2025-11-10,Kepulauan Riau,180.0,2,-10.0,90.0
2025-11-10,Lampung,160.0,2,-10.0,80.0
2025-11-10,Maluku,60.0,2,-10.0,30.0
2025-11-10,Nusa Tenggara Barat,52.0,1,-6.5,52.0
2025-11-10,Nusa Tenggara Timur,80.0,2,-8.75,40.0
2025-11-10,Papua,225.0,3,-8.833,75.0
2025-11-10,Papua Barat,10.0,1,-10.0,10.0
2025-11-10,Riau,205.0,4,-9.125,51.25
2025-11-10,Sulawesi Selatan,3013.0,38,-8.987,79.289
2025-11-10,Sulawesi Tengah,20.0,1,-10.0,20.0
2025-11-10,Sulawesi Tenggara,152.0,2,-9.5,76.0
2025-11-10,Sumatera Selatan,290.0,3,-9.667,96.667
2025-11-10,Sumatera Utara,1093.0,18,-9.222,60.722
2025-11-10,Unknown,505.0,8,-9.188,63.125
2025-11-17,Aceh,127.5,2,-9.75,63.75
2025-11-17,Bali,100.0,1,-10.0,100.0
2025-11-17,Banten,198.0,4,-9.75,49.5
2025-11-17,Daerah Istimewa Yogyakarta,190.0,2,-9.5,95.0
2025-11-17,Dki Jakarta,4158.5,54,-9.009,77.009
2025-11-17,Jambi,100.0,1,-10.0,100.0
2025-11-17,Jawa Barat,1375.0,17,-9.735,80.882
2025-11-17,Jawa Tengah,622.5,13,-9.115,47.885
2025-11-17,Jawa Timur,1221.0,17,-9.676,71.824
2025-11-17,Kalimantan Selatan,20.0,1,-10.0,20.0
2025-11-17,Kalimantan Tengah,252.0,3,-9.667,84.0
2025-11-17,Kalimantan Timur,100.0,1,-10.0,100.0
2025-11-17,Kepulauan Bangka Belitung,330.0,6,-8.167,55.0
2025-11-17,Lampung,100.0,1,-10.0,100.0
2025-11-17,Nusa Tenggara Barat,496.0,7,-9.571,70.857
2025-11-17,Nusa Tenggara Timur,108.0,2,-9.0,54.0
2025-11-17,Papua,100.0,1,-10.0,100.0
2025-11-17,Riau,584.0,8,-9.0,73.0
2025-11-17,Sulawesi Barat,65.0,1,-6.5,65.0
2025-11-17,Sulawesi Selatan,3785.0,40,-9.288,94.625
2025-11-17,Sulawesi Tengah,190.0,2,-9.5,95.0
2025-11-17,Sumatera Selatan,95.0,1,-9.5,95.0
2025-11-17,Sumatera Utara,1116.5,23,-8.957,48.543
2025-11-17,Unknown,285.0,3,-9.5,95.0
2025-11-24,Aceh,143.0,4,-9.0,35.75
2025-11-24,Bali,395.0,5,-9.5,79.0
2025-11-24,Banten,1216.0,15,-9.733,81.067
2025-11-24,Bengkulu,320.0,3,-10.0,106.667
2025-11-24,Dki Jakarta,4113.5,50,-9.09,82.27
2025-11-24,Jambi,100.0,1,-10.0,100.0
2025-11-24,Jawa Barat,2247.5,30,-9.333,74.917
2025-11-24,Jawa Tengah,542.0,6,-9.25,90.333
2025-11-24,Jawa Timur,1638.0,19,-8.842,86.211
2025-11-24,Kalimantan Barat,200.0,2,-10.0,100.0
2025-11-24,Kalimantan Selatan,65.0,1,-6.5,65.0
2025-11-24,Kalimantan Tengah,20.0,1,-10.0,20.0
2025-11-24,Kalimantan Timur,20.0,1,-10.0,20.0
2025-11-24,Kepulauan Bangka Belitung,72.0,1,-9.0,72.0
2025-11-24,Kepulauan Riau,60.0,1,-10.0,60.0
2025-11-24,Lampung,100.0,1,-10.0,100.0
2025-11-24,Maluku Utara,26.0,2,-6.5,13.0
2025-11-24,Nusa Tenggara Timur,86.0,3,-9.667,28.667
2025-11-24,Papua,52.0,1,-6.5,52.0
2025-11-24,Riau,1111.5,14,-9.5,79.393
2025-11-24,Sulawesi Selatan,2715.5,34,-9.044,79.868
2025-11-24,Sulawesi Tengah,60.0,1,-10.0,60.0
2025-11-24,Sulawesi Utara,85.5,2,-9.5,42.75
2025-11-24,Sumatera Barat,280.0,4,-10.0,70.0
2025-11-24,Sumatera Selatan,252.0,3,-9.667,84.0
2025-11-24,Sumatera Utara,2015.0,31,-9.226,65.0
2025-11-24,Unknown,181.0,3,-9.333,60.333
2025-12-01,Aceh,827.0,12,-8.792,68.917
2025-12-01,Bali,50.0,3,-10.0,16.667
2025-12-01,Banten,622.0,8,-9.438,77.75
2025-12-01,Bengkulu,100.0,1,-10.0,100.0
2025-12-01,Daerah Istimewa Yogyakarta,338.0,5,-9.8,67.6
2025-12-01,Dki Jakarta,3273.0,37,-8.932,88.459
2025-12-01,Jawa Barat,2208.0,28,-9.786,78.857
2025-12-01,Jawa Tengah,300.0,2,-10.0,150.0
2025-12-01,Jawa Timur,1702.0,24,-9.521,70.917
2025-12-01,Kalimantan Selatan,60.0,1,-10.0,60.0
2025-12-01,Kalimantan Tengah,192.0,3,-9.667,64.0
2025-12-01,Kalimantan Timur,215.0,4,-9.125,53.75
2025-12-01,Kepulauan Bangka Belitung,296.0,4,-9.75,74.0
2025-12-01,Kepulauan Riau,40.0,1,-10.0,40.0
2025-12-01,Lampung,20.0,1,-10.0,20.0
2025-12-01,Nusa Tenggara Barat,240.0,3,-10.0,80.0
2025-12-01,Nusa Tenggara Timur,36.0,1,-9.0,36.0
2025-12-01,Papua,260.0,3,-8.667,86.667
2025-12-01,Riau,1885.0,25,-8.82,75.4
2025-12-01,Sulawesi Barat,40.0,1,-10.0,40.0
2025-12-01,Sulawesi Selatan,1471.5,21,-9.071,70.071
2025-12-01,Sulawesi Utara,100.0,1,-10.0,100.0
2025-12-01,Sumatera Barat,147.5,2,-9.75,73.75
2025-12-01,Sumatera Selatan,660.0,7,-9.857,94.286
2025-12-01,Sumatera Utara,843.0,24,-7.729,35.125
2025-12-01,Unknown,416.0,8,-8.125,52.0
2025-12-08,Aceh,156.0,3,-8.833,52.0
2025-12-08,Bali,605.0,12,-9.625,50.417
2025-12-08,Banten,606.0,9,-9.444,67.333
2025-12-08,Bengkulu,100.0,1,-10.0,100.0
2025-12-08,Daerah Istimewa Yogyakarta,384.0,5,-9.2,76.8
2025-12-08,Dki Jakarta,4128.0,53,-9.085,77.887
2025-12-08,Jawa Barat,1386.0,16,-9.031,86.625
2025-12-08,Jawa Tengah,614.0,8,-9.188,76.75
2025-12-08,Jawa Timur,2136.0,30,-9.7,71.2
2025-12-08,Kalimantan Barat,20.0,1,-10.0,20.0
2025-12-08,Kalimantan Selatan,19.0,1,-9.5,19.0
2025-12-08,Kalimantan Tengah,135.0,2,-9.75,67.5
2025-12-08,Kepulauan Bangka Belitung,237.5,4,-9.625,59.375
2025-12-08,Nusa Tenggara Barat,100.0,1,-10.0,100.0
2025-12-08,Nusa Tenggara Timur,175.0,3,-9.833,58.333
2025-12-08,Riau,791.0,12,-8.875,65.917
2025-12-08,Sulawesi Selatan,3117.5,37,-9.311,84.257
2025-12-08,Sulawesi Tengah,90.0,1,-9.0,90.0
2025-12-08,Sulawesi Utara,165.5,4,-9.5,41.375
2025-12-08,Sumatera Barat,179.0,4,-9.125,44.75
2025-12-08,Sumatera Selatan,117.0,2,-6.5,58.5
2025-12-08,Sumatera Utara,883.0,18,-9.278,49.056
2025-12-08,Unknown,90.0,1,-9.0,90.0
2025-12-15,Aceh,80.0,2,-10.0,40.0
2025-12-15,Bali,110.0,2,-10.0,55.0
2025-12-15,Banten,500.0,5,-10.0,100.0
2025-12-15,Daerah Istimewa Yogyakarta,103.0,3,-8.5,34.333
2025-12-15,Dki Jakarta,2989.0,39,-9.346,76.641
2025-12-15,Jawa Barat,1106.0,11,-9.864,100.545
2025-12-15,Jawa Tengah,1315.0,19,-9.342,69.211
2025-12-15,Jawa Timur,2999.0,41,-9.732,73.146
2025-12-15,Kalimantan Tengah,100.0,1,-10.0,100.0
2025-12-15,Kalimantan Timur,100.0,1,-10.0,100.0
2025-12-15,Kepulauan Bangka Belitung,109.5,2,-7.75,54.75
2025-12-15,Kepulauan Riau,100.0,1,-10.0,100.0
2025-12-15,Lampung,154.0,3,-9.333,51.333
2025-12-15,Maluku Utara,40.0,1,-10.0,40.0
2025-12-15,Nusa Tenggara Barat,100.0,1,-10.0,100.0
2025-12-15,Nusa Tenggara Timur,63.0,1,-9.0,63.0
2025-12-15,Papua,253.0,4,-9.125,63.25
2025-12-15,Papua Barat,90.0,1,-9.0,90.0
2025-12-15,Riau,445.0,6,-9.417,74.167
2025-12-15,Sulawesi Selatan,2606.0,29,-9.379,89.862
2025-12-15,Sulawesi Tengah,103.0,2,-7.75,51.5
2025-12-15,Sumatera Barat,99.5,2,-9.25,49.75
2025-12-15,Sumatera Selatan,100.0,1,-10.0,100.0
2025-12-15,Sumatera Utara,796.0,14,-9.0,56.857
2025-12-15,Unknown,430.0,5,-8.9,86.0
2025-12-22,Aceh,375.0,6,-8.667,62.5
2025-12-22,Bali,250.0,7,-10.0,35.714
2025-12-22,Banten,365.0,4,-9.125,91.25
2025-12-22,Bengkulu,90.0,1,-9.0,90.0
2025-12-22,Daerah Istimewa Yogyakarta,90.0,2,-10.0,45.0
2025-12-22,Dki Jakarta,3270.0,41,-8.841,79.756
2025-12-22,Jawa Barat,1763.0,23,-9.196,76.652
2025-12-22,Jawa Tengah,1100.0,15,-8.867,73.333
2025-12-22,Jawa Timur,1919.0,24,-9.812,79.958
2025-12-22,Kalimantan Selatan,100.0,1,-10.0,100.0
2025-12-22,Kalimantan Timur,162.5,2,-9.75,81.25
2025-12-22,Kepulauan Bangka Belitung,100.0,1,-10.0,100.0
2025-12-22,Nusa Tenggara Timur,30.0,1,-7.5,30.0
2025-12-22,Papua,300.0,3,-10.0,100.0
2025-12-22,Riau,664.5,8,-9.062,83.062
2025-12-22,Sulawesi Selatan,1475.5,23,-9.478,64.152
2025-12-22,Sulawesi Tenggara,220.0,3,-10.0,73.333
2025-12-22,Sulawesi Utara,100.0,1,-10.0,100.0
2025-12-22,Sumatera Barat,110.0,2,-10.0,55.0
2025-12-22,Sumatera Selatan,125.0,2,-8.25,62.5
2025-12-22,Sumatera Utara,761.0,9,-9.556,84.556
2025-12-22,Unknown,433.5,6,-9.083,72.25
2025-12-29,Aceh,78.0,2,-9.75,39.0
2025-12-29,Bali,217.0,3,-9.833,72.333
2025-12-29,Banten,1040.0,12,-10.0,86.667
2025-12-29,Daerah Istimewa Yogyakarta,52.0,1,-6.5,52.0
2025-12-29,Dki Jakarta,2627.5,35,-8.8,75.071
2025-12-29,Gorontalo,90.0,1,-9.0,90.0
2025-12-29,Jambi,400.0,3,-10.0,133.333
2025-12-29,Jawa Barat,1230.0,10,-9.5,123.0
2025-12-29,Jawa Tengah,715.0,8,-9.688,89.375
2025-12-29,Jawa Timur,2122.0,23,-9.674,92.261
2025-12-29,Kalimantan Barat,100.0,1,-10.0,100.0
2025-12-29,Kalimantan Timur,166.0,3,-9.167,55.333
2025-12-29,Kepulauan Bangka Belitung,143.0,3,-8.5,47.667
2025-12-29,Nusa Tenggara Barat,26.0,1,-6.5,26.0
2025-12-29,Nusa Tenggara Timur,9.5,1,-9.5,9.5
2025-12-29,Papua,40.0,1,-10.0,40.0
2025-12-29,Riau,620.0,7,-10.0,88.571
2025-12-29,Sulawesi Selatan,1992.5,27,-9.019,73.796
2025-12-29,Sulawesi Utara,300.0,3,-10.0,100.0
2025-12-29,Sumatera Barat,140.0,2,-10.0,70.0
2025-12-29,Sumatera Selatan,200.0,2,-10.0,100.0
2025-12-29,Sumatera Utara,872.5,16,-8.719,54.531
2025-12-29,Unknown,370.0,2,-9.5,185.0
2026-01-05,Aceh,355.0,3,-8.667,118.333
2026-01-05,Banten,680.0,8,-10.0,85.0
2026-01-05,Bengkulu,100.0,1,-10.0,100.0
2026-01-05,Daerah Istimewa Yogyakarta,480.0,6,-10.0,80.0
2026-01-05,Dki Jakarta,4053.5,52,-8.798,77.952
2026-01-05,Jawa Barat,2108.0,27,-9.389,78.074
2026-01-05,Jawa Tengah,576.0,8,-9.5,72.0
2026-01-05,Jawa Timur,1299.0,19,-8.921,68.368
2026-01-05,Kalimantan Barat,10.0,1,-10.0,10.0
2026-01-05,Kalimantan Tengah,176.0,3,-9.667,58.667
2026-01-05,Kalimantan Timur,274.0,4,-9.75,68.5
2026-01-05,Lampung,180.0,2,-9.0,90.0
2026-01-05,Nusa Tenggara Timur,36.0,1,-9.0,36.0
2026-01-05,Papua Barat,120.0,2,-10.0,60.0
2026-01-05,Riau,653.0,9,-9.5,72.556
2026-01-05,Sulawesi Selatan,2295.0,34,-9.235,67.5
2026-01-05,Sulawesi Tengah,15.0,1,-7.5,15.0
2026-01-05,Sumatera Selatan,454.0,6,-9.75,75.667
2026-01-05,Sumatera Utara,685.0,9,-9.167,76.111
2026-01-05,Unknown,154.0,3,-8.667,51.333
2026-01-12,Aceh,133.0,3,-9.5,44.333
2026-01-12,Bali,120.0,2,-10.0,60.0
2026-01-12,Banten,502.0,6,-9.667,83.667
2026-01-12,Daerah Istimewa Yogyakarta,190.5,4,-8.875,47.625
2026-01-12,Dki Jakarta,3472.5,44,-8.693,78.92
2026-01-12,Gorontalo,90.0,1,-9.0,90.0
2026-01-12,Jawa Barat,1579.5,27,-8.907,58.5
2026-01-12,Jawa Tengah,522.5,7,-8.5,74.643
2026-01-12,Jawa Timur,1808.0,25,-9.34,72.32
2026-01-12,Kalimantan Selatan,156.0,2,-9.75,78.0
2026-01-12,Kalimantan Tengah,400.0,4,-10.0,100.0
2026-01-12,Kalimantan Timur,64.5,2,-8.0,32.25
2026-01-12,Kepulauan Bangka Belitung,326.5,5,-9.3,65.3
2026-01-12,Kepulauan Riau,90.0,1,-9.0,90.0
2026-01-12,Papua,441.0,8,-9.625,55.125
2026-01-12,Riau,487.5,6,-9.917,81.25
2026-01-12,Sulawesi Selatan,2387.0,32,-9.375,74.594
2026-01-12,Sulawesi Tengah,13.0,1,-6.5,13.0
2026-01-12,Sulawesi Utara,40.0,1,-10.0,40.0
2026-01-12,Sumatera Utara,1209.0,15,-8.8,80.6
2026-01-12,Unknown,642.0,7,-9.143,91.714
2026-01-19,Aceh,20.0,1,-10.0,20.0
2026-01-19,Bali,140.0,2,-10.0,70.0
2026-01-19,Banten,240.0,4,-10.0,60.0
2026-01-19,Daerah Istimewa Yogyakarta,178.0,3,-9.5,59.333
2026-01-19,Dki Jakarta,3253.5,39,-8.795,83.423
2026-01-19,Jawa Barat,751.0,14,-9.107,53.643
2026-01-19,Jawa Tengah,790.5,13,-9.192,60.808
2026-01-19,Jawa Timur,1215.5,17,-9.088,71.5
2026-01-19,Kalimantan Barat,118.0,2,-9.5,59.0
2026-01-19,Kalimantan Selatan,200.0,2,-10.0,100.0
2026-01-19,Kalimantan Tengah,100.0,1,-10.0,100.0
2026-01-19,Kepulauan Bangka Belitung,80.0,1,-10.0,80.0
2026-01-19,Lampung,100.0,1,-10.0,100.0
2026-01-19,Nusa Tenggara Timur,180.0,2,-9.0,90.0
2026-01-19,Papua,100.0,1,-10.0,100.0
2026-01-19,Riau,545.0,6,-9.417,90.833
2026-01-19,Sulawesi Barat,100.0,1,-10.0,100.0
2026-01-19,Sulawesi Selatan,2186.0,29,-9.276,75.379
2026-01-19,Sulawesi Tenggara,90.0,1,-9.0,90.0
2026-01-19,Sulawesi Utara,39.0,1,-6.5,39.0
2026-01-19,Sumatera Selatan,392.0,5,-9.8,78.4
2026-01-19,Sumatera Utara,325.0,6,-9.417,54.167
2026-01-19,Unknown,628.5,9,-9.278,69.833
2026-01-26,Aceh,48.5,3,-9.667,16.167
2026-01-26,Bali,90.0,1,-9.0,90.0
2026-01-26,Banten,462.0,5,-9.6,92.4
2026-01-26,Daerah Istimewa Yogyakarta,492.0,5,-9.8,98.4
2026-01-26,Dki Jakarta,3013.0,36,-8.889,83.694
2026-01-26,Jambi,120.0,1,-10.0,120.0
2026-01-26,Jawa Barat,1640.0,19,-9.737,86.316
2026-01-26,Jawa Tengah,312.0,4,-9.125,78.0
2026-01-26,Jawa Timur,1650.0,21,-9.381,78.571
2026-01-26,Kalimantan Selatan,39.0,1,-6.5,39.0
2026-01-26,Kalimantan Tengah,100.0,1,-10.0,100.0
2026-01-26,Kepulauan Bangka Belitung,320.0,3,-10.0,106.667
2026-01-26,Lampung,180.0,2,-10.0,90.0
2026-01-26,Nusa Tenggara Barat,100.0,1,-10.0,100.0
2026-01-26,Nusa Tenggara Timur,550.0,7,-9.0,78.571
2026-01-26,Papua,275.0,3,-9.167,91.667
2026-01-26,Riau,375.0,4,-9.375,93.75
2026-01-26,Sulawesi Selatan,2528.0,32,-9.203,79.0
2026-01-26,Sulawesi Tengah,28.5,1,-9.5,28.5
2026-01-26,Sumatera Selatan,370.0,3,-9.333,123.333
2026-01-26,Sumatera Utara,1233.0,13,-9.269,94.846
2026-01-26,Unknown,350.0,4,-9.75,87.5
2026-02-02,Aceh,190.0,4,-9.5,47.5
2026-02-02,Bali,40.0,2,-10.0,20.0
2026-02-02,Banten,490.0,7,-9.857,70.0
2026-02-02,Bengkulu,155.0,2,-7.75,77.5
2026-02-02,Daerah Istimewa Yogyakarta,132.0,2,-9.5,66.0
2026-02-02,Dki Jakarta,3374.0,42,-8.869,80.333
2026-02-02,Jawa Barat,1120.5,15,-8.9,74.7
2026-02-02,Jawa Tengah,590.0,8,-9.875,73.75
2026-02-02,Jawa Timur,989.0,14,-9.857,70.643
2026-02-02,Kalimantan Tengah,175.0,2,-8.75,87.5
2026-02-02,Kepulauan Bangka Belitung,270.0,4,-9.75,67.5
2026-02-02,Lampung,39.0,1,-6.5,39.0
2026-02-02,Nusa Tenggara Timur,165.0,2,-8.25,82.5
2026-02-02,Papua,100.0,1,-10.0,100.0
2026-02-02,Riau,500.0,6,-10.0,83.333
2026-02-02,Sulawesi Selatan,2880.0,34,-9.471,84.706
2026-02-02,Sulawesi Tengah,100.0,1,-10.0,100.0
2026-02-02,Sulawesi Utara,80.0,1,-10.0,80.0
2026-02-02,Sumatera Selatan,256.0,3,-9.833,85.333
2026-02-02,Sumatera Utara,539.5,9,-8.167,59.944
2026-02-02,Unknown,216.0,3,-8.5,72.0
2026-02-09,Bali,332.0,4,-9.75,83.0
2026-02-09,Banten,951.5,13,-9.692,73.192
2026-02-09,Bengkulu,100.0,1,-10.0,100.0
2026-02-09,Daerah Istimewa Yogyakarta,90.0,1,-9.0,90.0
2026-02-09,Dki Jakarta,4030.0,51,-8.941,79.02
2026-02-09,Gorontalo,20.0,1,-10.0,20.0
2026-02-09,Jambi,152.0,2,-9.5,76.0
2026-02-09,Jawa Barat,1501.0,23,-8.63,65.261
2026-02-09,Jawa Tengah,1269.0,19,-9.0,66.789
2026-02-09,Jawa Timur,1860.0,28,-9.321,66.429
2026-02-09,Kalimantan Tengah,180.0,2,-10.0,90.0
2026-02-09,Kalimantan Timur,40.0,1,-10.0,40.0
2026-02-09,Kepulauan Bangka Belitung,346.0,5,-9.8,69.2
2026-02-09,Lampung,190.0,2,-9.5,95.0
2026-02-09,Maluku,100.0,1,-10.0,100.0
2026-02-09,Nusa Tenggara Barat,160.0,3,-10.0,53.333
2026-02-09,Nusa Tenggara Timur,229.5,4,-9.875,57.375
2026-02-09,Papua,2421.0,35,-9.486,69.171
2026-02-09,Papua Barat,100.0,1,-10.0,100.0
2026-02-09,Riau,525.0,6,-9.417,87.5
2026-02-09,Sulawesi Barat,100.0,1,-10.0,100.0
2026-02-09,Sulawesi Selatan,2202.0,31,-9.129,71.032
2026-02-09,Sulawesi Utara,48.5,2,-9.75,24.25
2026-02-09,Sumatera Barat,119.0,2,-9.75,59.5
2026-02-09,Sumatera Selatan,200.0,2,-10.0,100.0
2026-02-09,Sumatera Utara,1801.0,24,-9.521,75.042
2026-02-09,Unknown,428.5,7,-8.357,61.214
2026-02-16,Aceh,760.0,9,-10.0,84.444
2026-02-16,Bali,150.0,2,-9.5,75.0
2026-02-16,Banten,995.0,13,-9.346,76.538
2026-02-16,Daerah Istimewa Yogyakarta,142.0,4,-8.25,35.5
2026-02-16,Dki Jakarta,3228.0,41,-8.793,78.732
2026-02-16,Gorontalo,200.0,1,-10.0,200.0
2026-02-16,Jawa Barat,2803.0,33,-9.818,84.939
2026-02-16,Jawa Tengah,1632.0,17,-9.441,96.0
2026-02-16,Jawa Timur,1614.0,24,-9.479,67.25
2026-02-16,Kalimantan Tengah,290.0,2,-9.5,145.0
2026-02-16,Kalimantan Timur,38.0,1,-9.5,38.0
2026-02-16,Kepulauan Bangka Belitung,380.0,4,-10.0,95.0
2026-02-16,Kepulauan Riau,60.0,1,-10.0,60.0
2026-02-16,Lampung,213.0,3,-9.5,71.0
2026-02-16,Papua,201.5,4,-8.0,50.375
2026-02-16,Papua Barat,252.0,2,-9.0,126.0
2026-02-16,Riau,1029.0,13,-9.5,79.154
2026-02-16,Sulawesi Barat,20.0,1,-10.0,20.0
2026-02-16,Sulawesi Selatan,2637.0,32,-9.562,82.406
2026-02-16,Sulawesi Tengah,280.0,3,-10.0,93.333
2026-02-16,Sulawesi Utara,90.0,1,-9.0,90.0
2026-02-16,Sumatera Barat,20.0,1,-10.0,20.0
2026-02-16,Sumatera Selatan,850.0,8,-9.438,106.25
2026-02-16,Sumatera Utara,1661.0,19,-9.711,87.421
2026-02-16,Unknown,821.0,9,-8.778,91.222
