week,province_name,total_intensity,event_count,mean_goldstein,intensity_per_event
2026-02-23,Aceh,72.0,1,-9.0,72.0
2026-02-23,Bali,424.0,9,-9.389,47.111
2026-02-23,Banten,720.0,7,-9.714,102.857
2026-02-23,Daerah Istimewa Yogyakarta,290.0,3,-9.667,96.667
2026-02-23,Dki Jakarta,3418.0,43,-9.14,79.488
2026-02-23,Gorontalo,20.0,1,-10.0,20.0
2026-02-23,Jambi,90.0,1,-9.0,90.0
2026-02-23,Jawa Barat,1052.0,16,-9.625,65.75
2026-02-23,Jawa Tengah,1150.0,15,-9.033,76.667
2026-02-23,Jawa Timur,2105.0,28,-9.232,75.179
2026-02-23,Kalimantan Tengah,112.0,2,-9.5,56.0
2026-02-23,Kepulauan Bangka Belitung,357.5,5,-9.9,71.5
2026-02-23,Lampung,126.0,3,-9.0,42.0
2026-02-23,Nusa Tenggara Barat,90.0,1,-9.0,90.0
2026-02-23,Nusa Tenggara Timur,150.0,2,-10.0,75.0
2026-02-23,Papua,100.0,1,-10.0,100.0
2026-02-23,Papua Barat,90.0,1,-9.0,90.0
2026-02-23,Riau,675.0,9,-9.5,75.0
2026-02-23,Sulawesi Selatan,2727.5,41,-9.39,66.524
2026-02-23,Sulawesi Tengah,220.0,3,-10.0,73.333
2026-02-23,Sulawesi Tenggara,20.0,1,-10.0,20.0
2026-02-23,Sumatera Selatan,440.0,7,-10.0,62.857
2026-02-23,Sumatera Utara,606.0,10,-9.2,60.6
2026-02-23,Unknown,372.0,3,-9.667,124.0
2026-03-02,Aceh,40.0,1,-10.0,40.0
2026-03-02,Banten,531.0,9,-8.722,59.0
2026-03-02,Daerah Istimewa Yogyakarta,293.0,3,-8.5,97.667
2026-03-02,Dki Jakarta,3528.0,46,-8.837,76.696
2026-03-02,Jawa Barat,2139.5,31,-9.097,69.016
2026-03-02,Jawa Tengah,769.0,13,-9.423,59.154
2026-03-02,Jawa Timur,1305.0,19,-9.447,68.684
2026-03-02,Kalimantan Tengah,190.0,2,-9.5,95.0
2026-03-02,Kalimantan Timur,174.0,3,-9.667,58.0
2026-03-02,Kepulauan Bangka Belitung,453.0,7,-9.5,64.714
2026-03-02,Lampung,190.0,2,-9.5,95.0
2026-03-02,Nusa Tenggara Barat,65.0,1,-6.5,65.0
2026-03-02,Nusa Tenggara Timur,305.5,4,-9.125,76.375
2026-03-02,Papua,138.0,3,-9.833,46.0
2026-03-02,Papua Barat,358.0,5,-9.5,71.6
2026-03-02,Riau,792.0,11,-9.909,72.0
2026-03-02,Sulawesi Selatan,4310.0,51,-9.304,84.51
2026-03-02,Sulawesi Tengah,90.0,1,-9.0,90.0
2026-03-02,Sumatera Selatan,438.0,7,-9.214,62.571
2026-03-02,Sumatera Utara,1009.0,19,-8.921,53.105
2026-03-02,Unknown,155.0,2,-7.75,77.5
2026-03-09,Aceh,154.0,3,-7.5,51.333
2026-03-09,Bali,130.0,5,-10.0,26.0
2026-03-09,Banten,936.0,10,-9.2,93.6
2026-03-09,Bengkulu,200.0,1,-10.0,200.0
2026-03-09,Daerah Istimewa Yogyakarta,405.0,5,-8.1,81.0
2026-03-09,Dki Jakarta,3700.0,52,-8.923,71.154
2026-03-09,Jambi,80.0,1,-10.0,80.0
2026-03-09,Jawa Barat,1659.0,22,-9.636,75.409
2026-03-09,Jawa Tengah,579.0,8,-8.875,72.375
2026-03-09,Jawa Timur,2722.5,37,-9.365,73.581
2026-03-09,Kalimantan Barat,120.0,2,-10.0,60.0
2026-03-09,Kalimantan Tengah,40.0,1,-10.0,40.0
2026-03-09,Kalimantan Timur,194.0,3,-9.667,64.667
2026-03-09,Kepulauan Bangka Belitung,546.5,7,-8.643,78.071
2026-03-09,Kepulauan Riau,9.5,1,-9.5,9.5
2026-03-09,Lampung,207.5,4,-9.0,51.875
2026-03-09,Maluku,30.0,1,-10.0,30.0
2026-03-09,Nusa Tenggara Barat,220.0,3,-9.667,73.333
2026-03-09,Papua,889.0,12,-9.625,74.083
2026-03-09,Papua Barat,320.0,4,-10.0,80.0
2026-03-09,Riau,704.0,7,-9.286,100.571
2026-03-09,Sulawesi Selatan,1951.5,28,-9.143,69.696
2026-03-09,Sulawesi Tengah,165.0,2,-8.25,82.5
2026-03-09,Sumatera Selatan,220.0,3,-10.0,73.333
2026-03-09,Sumatera Utara,495.5,10,-8.55,49.55
2026-03-09,Unknown,60.5,2,-7.75,30.25
2026-03-16,Aceh,115.0,2,-8.75,57.5
2026-03-16,Bali,233.0,4,-9.125,58.25
2026-03-16,Banten,478.0,8,-9.875,59.75
2026-03-16,Bengkulu,10.0,1,-10.0,10.0
2026-03-16,Daerah Istimewa Yogyakarta,120.0,2,-10.0,60.0
2026-03-16,Dki Jakarta,3512.5,45,-8.878,78.056
2026-03-16,Jawa Barat,1511.0,21,-9.119,71.952
2026-03-16,Jawa Tengah,411.0,6,-8.667,68.5
2026-03-16,Jawa Timur,1270.0,18,-9.528,70.556
2026-03-16,Kalimantan Barat,62.0,2,-8.25,31.0
2026-03-16,Kalimantan Tengah,125.0,2,-8.25,62.5
2026-03-16,Kepulauan Bangka Belitung,220.0,3,-10.0,73.333
2026-03-16,Lampung,36.0,1,-9.0,36.0
2026-03-16,Maluku,54.0,1,-9.0,54.0
2026-03-16,Nusa Tenggara Barat,95.0,2,-8.25,47.5
2026-03-16,Papua,392.0,5,-9.8,78.4
2026-03-16,Papua Barat,36.0,1,-9.0,36.0
2026-03-16,Riau,130.0,3,-10.0,43.333
2026-03-16,Sulawesi Selatan,2106.0,29,-8.862,72.621
2026-03-16,Sulawesi Tengah,100.0,1,-10.0,100.0
2026-03-16,Sumatera Selatan,10.0,1,-10.0,10.0
2026-03-16,Sumatera Utara,928.5,12,-8.792,77.375
2026-03-16,Unknown,260.0,3,-10.0,86.667
2026-03-23,Aceh,39.0,2,-9.75,19.5
2026-03-23,Bali,290.0,6,-8.833,48.333
2026-03-23,Banten,618.0,8,-9.625,77.25
2026-03-23,Daerah Istimewa Yogyakarta,120.0,2,-10.0,60.0
2026-03-23,Dki Jakarta,3088.0,41,-9.012,75.317
2026-03-23,Jambi,200.0,2,-10.0,100.0
2026-03-23,Jawa Barat,1380.0,16,-9.938,86.25
2026-03-23,Jawa Tengah,290.0,4,-9.75,72.5
2026-03-23,Jawa Timur,928.5,18,-9.667,51.583
2026-03-23,Kalimantan Barat,118.0,2,-9.75,59.0
2026-03-23,Kalimantan Tengah,90.0,1,-9.0,90.0
2026-03-23,Nusa Tenggara Timur,100.0,1,-10.0,100.0
2026-03-23,Papua,90.0,1,-9.0,90.0
2026-03-23,Riau,395.0,5,-9.9,79.0
2026-03-23,Sulawesi Selatan,2000.5,24,-9.458,83.354
2026-03-23,Sulawesi Tengah,200.0,1,-10.0,200.0
2026-03-23,Sumatera Selatan,290.0,3,-9.667,96.667
2026-03-23,Sumatera Utara,351.5,6,-9.75,58.583
2026-03-23,Unknown,190.0,2,-9.5,95.0
2026-03-30,Aceh,265.0,4,-9.125,66.25
2026-03-30,Bali,62.0,2,-8.25,31.0
2026-03-30,Banten,491.0,8,-9.188,61.375
2026-03-30,Daerah Istimewa Yogyakarta,643.0,11,-9.318,58.455
2026-03-30,Dki Jakarta,3277.0,47,-9.064,69.723
2026-03-30,Gorontalo,90.0,1,-9.0,90.0
2026-03-30,Jambi,110.0,2,-9.5,55.0
2026-03-30,Jawa Barat,2396.0,35,-9.614,68.457
2026-03-30,Jawa Tengah,1171.5,17,-9.382,68.912
2026-03-30,Jawa Timur,1689.5,26,-9.365,64.981
2026-03-30,Kalimantan Barat,140.0,2,-10.0,70.0
2026-03-30,Kalimantan Tengah,210.0,3,-9.667,70.0
2026-03-30,Kepulauan Bangka Belitung,40.0,1,-10.0,40.0
2026-03-30,Maluku,100.0,1,-10.0,100.0
2026-03-30,Nusa Tenggara Timur,582.0,5,-9.6,116.4
2026-03-30,Papua,188.0,3,-9.833,62.667
2026-03-30,Papua Barat,172.0,2,-9.5,86.0
2026-03-30,Riau,245.0,3,-8.167,81.667
2026-03-30,Sulawesi Selatan,4836.0,53,-9.557,91.245
2026-03-30,Sulawesi Tengah,18.0,1,-9.0,18.0
2026-03-30,Sulawesi Utara,49.0,2,-9.75,24.5
2026-03-30,Sumatera Selatan,230.0,3,-9.667,76.667
2026-03-30,Sumatera Utara,1976.5,33,-9.333,59.894
2026-03-30,Unknown,575.0,7,-9.857,82.143
2026-04-06,Aceh,110.0,2,-9.5,55.0
2026-04-06,Bali,340.0,5,-9.6,68.0
2026-04-06,Banten,328.0,5,-8.8,65.6
2026-04-06,Daerah Istimewa Yogyakarta,140.0,2,-7.0,70.0
2026-04-06,Dki Jakarta,3868.5,50,-9.02,77.37
2026-04-06,Jambi,200.0,2,-10.0,100.0
2026-04-06,Jawa Barat,1366.0,16,-9.031,85.375
2026-04-06,Jawa Tengah,857.0,14,-9.107,61.214
2026-04-06,Jawa Timur,1704.5,25,-9.38,68.18
2026-04-06,Kalimantan Tengah,200.0,2,-10.0,100.0
2026-04-06,Kalimantan Timur,126.0,2,-9.0,63.0
2026-04-06,Lampung,20.0,1,-10.0,20.0
2026-04-06,Nusa Tenggara Barat,40.0,1,-10.0,40.0
2026-04-06,Nusa Tenggara Timur,165.0,2,-8.25,82.5
2026-04-06,Papua,280.0,4,-10.0,70.0
2026-04-06,Papua Barat,100.0,1,-10.0,100.0
2026-04-06,Riau,140.0,2,-10.0,70.0
2026-04-06,Sulawesi Selatan,2812.5,38,-9.368,74.013
2026-04-06,Sulawesi Tengah,54.0,1,-9.0,54.0
2026-04-06,Sulawesi Tenggara,215.0,3,-9.5,71.667
2026-04-06,Sulawesi Utara,310.0,3,-10.0,103.333
2026-04-06,Sumatera Barat,72.0,1,-9.0,72.0
2026-04-06,Sumatera Selatan,311.0,5,-8.6,62.2
2026-04-06,Sumatera Utara,820.0,12,-9.208,68.333
2026-04-13,Aceh,285.0,4,-9.125,71.25
2026-04-13,Banten,1035.0,13,-9.577,79.615
2026-04-13,Bengkulu,9.5,1,-9.5,9.5
2026-04-13,Daerah Istimewa Yogyakarta,50.0,2,-10.0,25.0
2026-04-13,Dki Jakarta,3529.5,39,-8.872,90.5
2026-04-13,Jambi,128.0,2,-9.25,64.0
2026-04-13,Jawa Barat,2183.5,26,-9.596,83.981
2026-04-13,Jawa Tengah,824.0,12,-9.583,68.667
2026-04-13,Jawa Timur,1530.5,22,-9.386,69.568
2026-04-13,Kalimantan Barat,159.0,4,-9.875,39.75
2026-04-13,Kalimantan Tengah,310.0,4,-9.75,77.5
2026-04-13,Kalimantan Timur,193.0,3,-8.833,64.333
2026-04-13,Kepulauan Bangka Belitung,100.0,1,-10.0,100.0
2026-04-13,Lampung,60.0,1,-10.0,60.0
2026-04-13,Nusa Tenggara Barat,40.0,1,-10.0,40.0
2026-04-13,Papua,200.0,2,-10.0,100.0
2026-04-13,Papua Barat,200.0,2,-10.0,100.0
2026-04-13,Riau,277.0,3,-9.833,92.333
2026-04-13,Sulawesi Selatan,2539.0,28,-9.571,90.679
2026-04-13,Sulawesi Utara,75.0,1,-7.5,75.0
2026-04-13,Sumatera Selatan,100.0,1,-10.0,100.0
2026-04-13,Sumatera Utara,767.0,10,-8.6,76.7
2026-04-13,Unknown,492.0,6,-9.417,82.0
2026-04-20,Aceh,130.0,2,-10.0,65.0
2026-04-20,Bali,139.5,3,-8.833,46.5
2026-04-20,Banten,1048.0,14,-9.357,74.857
2026-04-20,Bengkulu,100.0,1,-10.0,100.0
2026-04-20,Daerah Istimewa Yogyakarta,472.0,6,-9.667,78.667
2026-04-20,Dki Jakarta,3730.0,46,-9.043,81.087
2026-04-20,Gorontalo,120.0,2,-10.0,60.0
2026-04-20,Jambi,308.0,4,-9.5,77.0
2026-04-20,Jawa Barat,1122.0,13,-9.846,86.308
2026-04-20,Jawa Tengah,1660.0,24,-9.812,69.167
2026-04-20,Jawa Timur,1734.0,23,-9.413,75.391
2026-04-20,Kalimantan Barat,120.0,2,-10.0,60.0
2026-04-20,Kalimantan Selatan,80.0,1,-10.0,80.0
2026-04-20,Kalimantan Tengah,190.0,2,-9.5,95.0
2026-04-20,Kalimantan Timur,86.0,2,-8.25,43.0
2026-04-20,Kepulauan Bangka Belitung,170.0,2,-9.5,85.0
2026-04-20,Maluku,56.0,2,-9.5,28.0
2026-04-20,Nusa Tenggara Timur,10.0,1,-10.0,10.0
2026-04-20,Papua,329.0,4,-8.875,82.25
2026-04-20,Papua Barat,60.0,1,-10.0,60.0
2026-04-20,Riau,309.5,4,-8.875,77.375
2026-04-20,Sulawesi Selatan,2810.0,39,-9.205,72.051
2026-04-20,Sulawesi Tengah,80.0,1,-10.0,80.0
2026-04-20,Sulawesi Tenggara,40.0,1,-10.0,40.0
2026-04-20,Sumatera Selatan,120.0,2,-10.0,60.0
2026-04-20,Sumatera Utara,1115.0,21,-9.167,53.095
2026-04-20,Unknown,585.0,9,-9.0,65.0
2026-04-27,Aceh,491.5,6,-8.583,81.917
2026-04-27,Bali,200.0,3,-10.0,66.667
2026-04-27,Banten,430.0,6,-9.667,71.667
2026-04-27,Daerah Istimewa Yogyakarta,411.0,8,-8.875,51.375
2026-04-27,Dki Jakarta,3817.0,51,-8.931,74.843
2026-04-27,Jambi,310.0,4,-8.25,77.5
2026-04-27,Jawa Barat,1656.5,28,-9.661,59.161
2026-04-27,Jawa Tengah,1229.0,15,-8.767,81.933
2026-04-27,Jawa Timur,2101.0,33,-9.091,63.667
2026-04-27,Kalimantan Barat,112.0,3,-9.667,37.333
2026-04-27,Kalimantan Tengah,334.0,3,-9.667,111.333
2026-04-27,Kalimantan Timur,65.0,1,-6.5,65.0
2026-04-27,Kepulauan Bangka Belitung,280.0,3,-10.0,93.333
2026-04-27,Nusa Tenggara Barat,18.0,1,-9.0,18.0
2026-04-27,Nusa Tenggara Timur,100.0,1,-10.0,100.0
2026-04-27,Papua,645.5,10,-9.65,64.55
2026-04-27,Papua Barat,106.0,3,-7.667,35.333
2026-04-27,Riau,360.0,5,-9.0,72.0
2026-04-27,Sulawesi Barat,60.0,1,-10.0,60.0
2026-04-27,Sulawesi Selatan,2625.0,34,-9.118,77.206
2026-04-27,Sumatera Selatan,440.0,5,-9.8,88.0
2026-04-27,Sumatera Utara,942.0,17,-9.294,55.412
2026-04-27,Unknown,240.0,3,-10.0,80.0
2026-05-04,Aceh,265.0,3,-8.833,88.333
2026-05-04,Bali,396.0,5,-9.9,79.2
2026-05-04,Banten,820.0,11,-8.955,74.545
2026-05-04,Daerah Istimewa Yogyakarta,425.0,4,-9.125,106.25
2026-05-04,Dki Jakarta,3112.0,40,-9.15,77.8
2026-05-04,Gorontalo,100.0,1,-10.0,100.0
2026-05-04,Jambi,100.0,1,-10.0,100.0
2026-05-04,Jawa Barat,2475.0,29,-9.741,85.345
2026-05-04,Jawa Tengah,1334.0,17,-9.294,78.471
2026-05-04,Jawa Timur,3005.0,43,-9.558,69.884
2026-05-04,Kalimantan Tengah,500.0,5,-10.0,100.0
2026-05-04,Kalimantan Timur,65.0,1,-6.5,65.0
2026-05-04,Kepulauan Bangka Belitung,380.0,5,-9.8,76.0
2026-05-04,Kepulauan Riau,100.0,1,-10.0,100.0
2026-05-04,Lampung,85.0,2,-8.25,42.5
2026-05-04,Maluku Utara,510.0,7,-10.0,72.857
2026-05-04,Papua,460.0,6,-10.0,76.667
2026-05-04,Papua Barat,60.0,1,-10.0,60.0
2026-05-04,Riau,670.0,7,-9.857,95.714
2026-05-04,Sulawesi Selatan,2362.5,37,-8.932,63.851
2026-05-04,Sulawesi Tengah,103.0,2,-7.75,51.5
2026-05-04,Sulawesi Tenggara,60.0,1,-10.0,60.0
2026-05-04,Sumatera Selatan,560.0,6,-10.0,93.333
2026-05-04,Sumatera Utara,972.0,14,-8.679,69.429
2026-05-04,Unknown,245.0,3,-8.833,81.667
2026-05-11,Aceh,209.0,3,-9.5,69.667
2026-05-11,Bali,60.0,2,-10.0,30.0
2026-05-11,Banten,570.0,9,-10.0,63.333
2026-05-11,Daerah Istimewa Yogyakarta,614.0,7,-9.429,87.714
2026-05-11,Dki Jakarta,4802.0,59,-9.042,81.39
2026-05-11,Gorontalo,126.0,2,-9.0,63.0
2026-05-11,Jambi,190.0,2,-9.5,95.0
2026-05-11,Jawa Barat,2415.5,28,-9.339,86.268
2026-05-11,Jawa Tengah,854.0,13,-9.038,65.692
2026-05-11,Jawa Timur,3163.5,41,-9.354,77.159
2026-05-11,Kalimantan Barat,143.0,4,-6.5,35.75
2026-05-11,Kalimantan Selatan,65.0,1,-6.5,65.0
2026-05-11,Kalimantan Tengah,700.0,6,-10.0,116.667
2026-05-11,Kalimantan Timur,237.0,4,-8.625,59.25
2026-05-11,Kepulauan Bangka Belitung,106.5,2,-8.25,53.25
2026-05-11,Lampung,40.0,1,-10.0,40.0
2026-05-11,Maluku Utara,169.5,4,-9.875,42.375
2026-05-11,Nusa Tenggara Barat,200.0,2,-10.0,100.0
2026-05-11,Nusa Tenggara Timur,103.0,2,-7.75,51.5
2026-05-11,Papua,505.0,7,-9.929,72.143
2026-05-11,Papua Barat,167.0,2,-9.25,83.5
2026-05-11,Riau,845.0,9,-9.389,93.889
2026-05-11,Sulawesi Barat,20.0,1,-10.0,20.0
2026-05-11,Sulawesi Selatan,2392.5,33,-9.379,72.5
2026-05-11,Sulawesi Tenggara,285.0,4,-9.125,71.25
2026-05-11,Sulawesi Utara,13.0,1,-6.5,13.0
2026-05-11,Sumatera Selatan,1009.0,11,-9.818,91.727
2026-05-11,Sumatera Utara,1400.5,18,-9.75,77.806
2026-05-11,Unknown,118.5,5,-7.6,23.7
2026-05-18,Aceh,570.0,6,-10.0,95.0
2026-05-18,Banten,792.5,10,-9.5,79.25
2026-05-18,Daerah Istimewa Yogyakarta,72.0,1,-9.0,72.0
2026-05-18,Dki Jakarta,4231.0,55,-9.127,76.927
2026-05-18,Jawa Barat,2229.0,31,-9.355,71.903
2026-05-18,Jawa Tengah,1572.0,22,-9.614,71.455
2026-05-18,Jawa Timur,1892.0,24,-9.0,78.833
2026-05-18,Kalimantan Barat,19.5,1,-6.5,19.5
2026-05-18,Kalimantan Tengah,619.0,9,-9.611,68.778
2026-05-18,Kalimantan Timur,126.0,2,-8.25,63.0
2026-05-18,Kepulauan Bangka Belitung,300.0,4,-10.0,75.0
2026-05-18,Maluku,100.0,1,-10.0,100.0
2026-05-18,Nusa Tenggara Barat,300.0,2,-10.0,150.0
2026-05-18,Nusa Tenggara Timur,13.0,1,-6.5,13.0
2026-05-18,Papua,450.0,7,-10.0,64.286
2026-05-18,Riau,969.0,12,-9.625,80.75
2026-05-18,Sulawesi Selatan,2301.0,33,-9.333,69.727
2026-05-18,Sulawesi Utara,100.0,1,-10.0,100.0
2026-05-18,Sumatera Selatan,740.0,8,-9.25,92.5
2026-05-18,Sumatera Utara,1898.0,22,-9.727,86.273
2026-05-18,Unknown,478.0,6,-8.833,79.667
2026-05-25,Aceh,1167.0,13,-9.885,89.769
2026-05-25,Bali,90.0,3,-10.0,30.0
2026-05-25,Banten,751.0,9,-9.722,83.444
2026-05-25,Bengkulu,300.0,2,-10.0,150.0
2026-05-25,Daerah Istimewa Yogyakarta,480.0,5,-10.0,96.0
2026-05-25,Dki Jakarta,2843.0,39,-9.09,72.897
2026-05-25,Gorontalo,100.0,1,-10.0,100.0
2026-05-25,Jambi,100.0,1,-10.0,100.0
2026-05-25,Jawa Barat,2806.0,36,-9.75,77.944
2026-05-25,Jawa Tengah,2435.0,30,-9.683,81.167
2026-05-25,Jawa Timur,2162.0,29,-9.241,74.552
2026-05-25,Kalimantan Barat,100.0,1,-10.0,100.0
2026-05-25,Kalimantan Selatan,100.0,1,-10.0,100.0
2026-05-25,Kalimantan Tengah,616.0,7,-9.714,88.0
2026-05-25,Kepulauan Bangka Belitung,580.0,4,-10.0,145.0
2026-05-25,Maluku Utara,140.0,2,-10.0,70.0
2026-05-25,Nusa Tenggara Barat,200.0,2,-10.0,100.0
2026-05-25,Nusa Tenggara Timur,280.0,3,-10.0,93.333
2026-05-25,Papua,165.0,2,-8.25,82.5
2026-05-25,Papua Barat,100.0,1,-10.0,100.0
2026-05-25,Riau,1382.0,11,-9.5,125.636
2026-05-25,Sulawesi Barat,40.0,3,-10.0,13.333
2026-05-25,Sulawesi Selatan,3180.0,36,-9.667,88.333
2026-05-25,Sulawesi Tengah,110.0,2,-10.0,55.0
2026-05-25,Sulawesi Tenggara,100.0,1,-10.0,100.0
2026-05-25,Sulawesi Utara,110.0,2,-10.0,55.0
2026-05-25,Sumatera Selatan,760.0,7,-9.714,108.571
2026-05-25,Sumatera Utara,1793.5,27,-9.667,66.426
2026-05-25,Unknown,482.0,7,-9.357,68.857
2026-06-01,Banten,330.0,5,-9.8,66.0
2026-06-01,Daerah Istimewa Yogyakarta,400.0,4,-10.0,100.0
2026-06-01,Dki Jakarta,3017.0,46,-9.065,65.587
2026-06-01,Jawa Barat,1056.5,18,-9.0,58.694
2026-06-01,Jawa Tengah,1154.0,16,-9.469,72.125
2026-06-01,Jawa Timur,1572.0,21,-9.31,74.857
2026-06-01,Kalimantan Tengah,610.0,7,-9.714,87.143
2026-06-01,Kepulauan Bangka Belitung,160.0,2,-10.0,80.0
2026-06-01,Lampung,179.0,3,-9.833,59.667
2026-06-01,Nusa Tenggara Timur,90.0,1,-9.0,90.0
2026-06-01,Papua,100.0,1,-10.0,100.0
2026-06-01,Papua Barat,190.0,3,-9.333,63.333
2026-06-01,Riau,1268.0,16,-9.688,79.25
2026-06-01,Sulawesi Selatan,1600.0,20,-9.45,80.0
2026-06-01,Sulawesi Tenggara,90.0,1,-9.0,90.0
2026-06-01,Sulawesi Utara,60.0,1,-10.0,60.0
2026-06-01,Sumatera Barat,60.0,1,-10.0,60.0
2026-06-01,Sumatera Selatan,600.0,5,-9.1,120.0
2026-06-01,Sumatera Utara,1067.0,17,-9.235,62.765
2026-06-01,Unknown,516.0,8,-9.625,64.5
2026-06-08,Bengkulu,90.0,1,-9.0,90.0
2026-06-08,Daerah Istimewa Yogyakarta,244.0,3,-9.333,81.333
2026-06-08,Dki Jakarta,1768.0,24,-8.958,73.667
2026-06-08,Gorontalo,90.0,1,-9.0,90.0
2026-06-08,Jambi,36.0,1,-9.0,36.0
2026-06-08,Jawa Barat,996.0,13,-9.5,76.615
2026-06-08,Jawa Tengah,1350.0,18,-8.806,75.0
2026-06-08,Jawa Timur,1702.5,22,-9.068,77.386
2026-06-08,Kalimantan Tengah,65.0,1,-6.5,65.0
2026-06-08,Kepulauan Bangka Belitung,180.0,2,-10.0,90.0
2026-06-08,Kepulauan Riau,100.0,1,-10.0,100.0
2026-06-08,Lampung,100.0,1,-10.0,100.0
2026-06-08,Nusa Tenggara Barat,85.5,3,-9.5,28.5
2026-06-08,Papua,145.0,2,-9.5,72.5
2026-06-08,Riau,326.0,4,-9.5,81.5
2026-06-08,Sulawesi Selatan,1270.0,18,-9.5,70.556
2026-06-08,Sulawesi Utara,65.0,1,-6.5,65.0
2026-06-08,Sumatera Barat,38.0,1,-9.5,38.0
2026-06-08,Sumatera Selatan,80.0,1,-10.0,80.0
2026-06-08,Sumatera Utara,289.0,6,-8.833,48.167
2026-06-08,Unknown,174.5,3,-8.667,58.167
